Concurso,Data_Sorteio,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Bola7,Bola8,Bola9,Bola10,Bola11,Bola12,Bola13,Bola14,Bola15,Arrecada=C3=A7=C3=A3o_Total,Ganhadores_15_N=C3=BAmeros,Cidade,Ganhadores_14_N=C3=BAmeros,Ganhadores_13_N=C3=BAmeros,Ganhadores_12_N=C3=BAmeros,Ganhadores_11_N=C3=BAmeros,Valor_Rateio_15_N=C3=BAmeros,Valor_Rateio_14_N=C3=BAmeros,Valor_Rateio_13_N=C3=BAmeros,Valor_Rateio_12_N=C3=BAmeros,Valor_Rateio_11_N=C3=BAmeros,Acumulado_15_N=C3=BAmeros,Estimativa_Pr=C3=AAmio,Valor_Acumulado_Especial
292,24/01/2008,2.0,3.0,5.0,007<= /td>,8.0,9.0,11.0,12.0,13.0,16.0,17.0,21.0,22.0,24.0,025,"R$0,00",1.0,AL,,AL,513,17502,203845,1145496,"R= $1.210.021,45","R$1.010,88","R$10,00","R$4,00","R$2= ,00","R$0,00"
293,28/01/2008,1.0,2.0,3.0,006<= /td>,9.0,12.0,13.0,14.0,15.0,18.0,19.0,22.0,23.0,24.0,025,"R$0,00",3.0,DF PE SP,,DF,,PE,,SP,722,40725,266109,1420232,"R= $311.274,88","R$554,31"
294,31/01/2008,1.0,2.0,3.0,004<= /td>,5.0,7.0,8.0,11.0,12.0,15.0,16.0,20.0,23.0,24.0,025,"R$0,00",3.0,MT SP TO,,MT,,SP,,TO,451,14533,198742,1146969,"R= $423.387,36","R$1.206,99"
295,07/02/2008,2.0,3.0,4.0,006<= /td>,10.0,13.0,15.0,16.0,17.0,18.0,19.0,21.0,23.0,24.0,025,"R$0,00",2.0,MT TO,,MT,,TO,336,16242,237731,1327959,"R= $710.326,08","R$1.812,06","R$10,00","R$4,00"
296,11/02/2008,2.0,3.0,6.0,007<= /td>,8.0,11.0,12.0,14.0,15.0,16.0,17.0,18.0,19.0,22.0,025,"R$0,00",5.0,SP,,SP,319,12612,181976,1088291,"R= $317.206,80","R$2.130,81","R$10,00","R$4,00","R$2,0= 0","R$0,00"
297,14/02/2008,1.0,4.0,7.0,008<= /td>,9.0,10.0,12.0,14.0,15.0,16.0,21.0,22.0,23.0,24.0,025,"R$0,00",0.0,,267,11711,165948,1000928,"R= $0,00","R$2.388,76","R$10,00","R$4,00","R$2,00","R$1.488.197,27","R$3.000.000,00","R$0,00"
298,18/02/2008,1.0,3.0,4.0,006<= /td>,7.0,8.0,11.0,12.0,13.0,14.0,15.0,16.0,21.0,22.0,024,"R$0,00",2.0,MG SP,,MG,,SP,421,15894,227004,1522778,"R= $1.712.831,75","R$1.972,31","R$10,00","R$4,00"
299,21/02/2008,3.0,5.0,6.0,007<= /td>,8.0,10.0,13.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,024,"R$0,00",1.0,SP,,SP,261,13134,195795,1051550,"R= $1.400.709,24","R$2.300,02","R$10,00","R$4,00","R$2= ,00","R$0,00"
300,25/02/2008,3.0,4.0,7.0,008<= /td>,9.0,11.0,12.0,15.0,17.0,19.0,20.0,21.0,22.0,23.0,025,"R$0,00",5.0,DF ES PR RS SP,,DF,,ES,,PR,,RS,,SP,671,20196
301,28/02/2008,2.0,3.0,8.0,009<= /td>,11.0,12.0,13.0,14.0,15.0,17.0,18.0,19.0,20.0,22.0,023,"R$0,00",4.0,BA PR SC SP,,BA,,PR,,SC,,SP,654,20814,274101,1312404
302,03/03/2008,2.0,4.0,5.0,006<= /td>,9.0,10.0,11.0,12.0,14.0,15.0,16.0,18.0,20.0,22.0,025,"R$0,00",9.0,PE PR RJ SC SP,,PE,,PR,,RJ,,SC,,SP,906,26568
303,06/03/2008,2.0,3.0,4.0,006<= /td>,8.0,12.0,15.0,16.0,17.0,18.0,20.0,21.0,22.0,23.0,024,"R$0,00",3.0,BA SC SP,,BA,,SC,,SP,343,15661,203428,1079262,"R= $452.508,66","R$1.696,20"
304,10/03/2008,1.0,3.0,4.0,005<= /td>,12.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,025,"R$0,00",0.0,,259,9066,148763,997021,"R$0= ,00","R$2.902,10","R$10,00","R$4,00","R$2,00","R$3.000.000,00","R$0,00",
305,13/03/2008,2.0,3.0,4.0,005<= /td>,8.0,10.0,11.0,12.0,13.0,18.0,20.0,21.0,22.0,24.0,025,"R$0,00",3.0,MG RO SC,,MG,,RO,,SC,584,21381,283628,1490712,"R= $1.088.299,38","R$1.108,90"
306,17/03/2008,1.0,2.0,4.0,005<= /td>,8.0,11.0,12.0,13.0,14.0,15.0,16.0,18.0,19.0,20.0,025,"R$0,00",0.0,,320,17342,202597,1229254,"R= $0,00","R$1.852,02","R$10,00","R$4,00","R$2,00","R$1.382.844,08","R$2.700.000,00","R$0,00"
307,20/03/2008,1.0,3.0,4.0,006<= /td>,9.0,10.0,12.0,14.0,15.0,17.0,19.0,20.0,21.0,23.0,024,"R$0,00",22.0,BA DF ES MG PB PR RJ SC SE SP,,BA,,DF,,ES,,MG,,PB,,PR
308,24/03/2008,1.0,2.0,4.0,005<= /td>,12.0,13.0,15.0,16.0,18.0,19.0,21.0,22.0,23.0,24.0,025,"R$0,00",2.0,MG SP,,MG,,SP,409,15693,236924,1225502,"R= $506.005,32","R$1.060,44","R$10,00","R$4,00"
309,27/03/2008,1.0,2.0,3.0,004<= /td>,8.0,9.0,10.0,13.0,14.0,16.0,17.0,20.0,21.0,22.0,024,"R$0,00",2.0,MG SP,,MG,,SP,404,12892,173688,990478,"R$= 694.576,96","R$1.473,64","R$10,00","R$4,00"
310,31/03/2008,2.0,3.0,5.0,009<= /td>,10.0,11.0,14.0,15.0,16.0,17.0,18.0,19.0,21.0,23.0,024,"R$0,00",1.0,SP,,SP,425,15440,201420,1160428,"R= $1.396.694,91","R$1.408,43","R$10,00","R$4,00","R$2= ,00","R$0,00"
311,03/04/2008,2.0,4.0,5.0,007<= /td>,10.0,12.0,14.0,15.0,16.0,17.0,19.0,20.0,23.0,24.0,025,"R$0,00",9.0,GO MG MS RJ SP,,GO,,MG,,MS,,RJ,,SP,651,23806
312,07/04/2008,1.0,2.0,6.0,008<= /td>,9.0,10.0,11.0,12.0,13.0,16.0,17.0,18.0,19.0,22.0,025,"R$0,00",1.0,ES,,ES,386,16143,211127,1238109,"R= $1.458.512,89","R$1.619,37","R$10,00","R$4,00","R$2= ,00","R$0,00"
313,10/04/2008,2.0,3.0,6.0,007<= /td>,9.0,10.0,12.0,14.0,15.0,16.0,17.0,18.0,19.0,23.0,025,"R$0,00",3.0,ES PR SP,,ES,,PR,,SP,456,18119,231723,1255491,"R= $381.993,94","R$1.077,05"
314,14/04/2008,1.0,2.0,5.0,006<= /td>,8.0,9.0,11.0,12.0,13.0,14.0,15.0,19.0,20.0,21.0,022,"R$0,00",1.0,SP,,SP,468,17436,212788,1261900,"R= $1.364.366,67","R$1.249,42","R$10,00","R$4,00","R$2= ,00","R$0,00"
315,17/04/2008,2.0,3.0,5.0,006<= /td>,8.0,11.0,13.0,14.0,16.0,17.0,19.0,20.0,21.0,23.0,024,"R$0,00",10.0,MS PE RJ SP,,MS,,PE,,RJ,,SP,1080,21712,211835,1071147
316,22/04/2008,1.0,3.0,4.0,006<= /td>,7.0,8.0,10.0,12.0,13.0,14.0,15.0,18.0,19.0,23.0,024,"R$0,00",1.0,SP,,SP,434,16372,199719,1101192,"R= $847.060,95","R$836,47","R$10,00","R$4,00","R$2,00<= /td>","R$0,00"
317,24/04/2008,1.0,2.0,4.0,005<= /td>,8.0,9.0,11.0,14.0,16.0,18.0,19.0,21.0,22.0,24.0,025,"R$0,00",3.0,GO SP,,GO,,SP,461,16254,179587,952067,"R$= 367.450,06","R$1.024,80","R$10,00","R$4,00"
318,28/04/2008,3.0,4.0,5.0,006<= /td>,9.0,11.0,12.0,13.0,14.0,15.0,16.0,18.0,21.0,23.0,025,"R$0,00",4.0,BA GO SE SP,,BA,,GO,,SE,,SP,429,18173,221406,1258488
319,02/05/2008,1.0,3.0,4.0,006<= /td>,8.0,9.0,10.0,12.0,14.0,16.0,17.0,19.0,20.0,23.0,024,"R$0,00",7.0,MG MS SP,,MG,,MS,,SP,751,27120,187666,917589,"R$= 129.225,31","R$516,21"
320,05/05/2008,1.0,3.0,6.0,009<= /td>,11.0,12.0,14.0,15.0,17.0,18.0,19.0,21.0,22.0,23.0,025,"R$0,00",3.0,MG RJ SP,,MG,,RJ,,SP,493,17434,234131,1229263,"R= $316.958,56","R$826,61"
321,08/05/2008,2.0,3.0,4.0,009<= /td>,10.0,11.0,12.0,13.0,14.0,16.0,17.0,18.0,20.0,24.0,025,"R$0,00",1.0,SP,,SP,363,15732,193924,1100213,"R= $1.308.152,15","R$1.544,46","R$10,00","R$4,00","R$2= ,00","R$0,00"
322,12/05/2008,1.0,2.0,3.0,005<= /td>,7.0,12.0,13.0,15.0,16.0,17.0,18.0,20.0,21.0,23.0,024,"R$0,00",2.0,GO PR,,GO,,PR,509,22083,228275,1286179,"R= $606.827,96","R$1.021,89","R$10,00","R$4,00"
323,15/05/2008,1.0,2.0,3.0,004<= /td>,6.0,7.0,9.0,10.0,14.0,17.0,19.0,20.0,21.0,23.0,025,"R$0,00",1.0,BA,,BA,362,15703,205418,1101654,"R= $1.207.120,36","R$1.429,11","R$10,00","R$4,00","R$2= ,00","R$0,00"
324,19/05/2008,1.0,2.0,3.0,004<= /td>,6.0,7.0,8.0,9.0,10.0,12.0,16.0,20.0,21.0,23.0,024,"R$0,00",4.0,MG PR SP,,MG,,PR,,SP,290,11630,189382,1109531,"R= $377.040,37","R$2.228,81"
325,23/05/2008,1.0,2.0,4.0,005<= /td>,6.0,7.0,10.0,14.0,15.0,19.0,20.0,22.0,23.0,24.0,025,"R$0,00",0.0,,256,10643,149581,880526,"R$= 0,00","R$2.041,78","R$10,00","R$4,00","R$2,00","R$2.500.000,00","R$0,00",
326,26/05/2008,1.0,2.0,4.0,006<= /td>,7.0,8.0,10.0,11.0,12.0,13.0,15.0,17.0,18.0,24.0,025,"R$0,00",3.0,DF GO SP,,DF,,GO,,SP,502,18802,238352,1338497,"R= $845.942,74","R$1.125,39"
327,29/05/2008,1.0,2.0,3.0,004<= /td>,8.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,21.0,023,"R$0,00",4.0,MG PE PR,,MG,,PE,,PR,418,16121,223081,1259895,"R= $241.255,81","R$989,43"
328,02/06/2008,2.0,3.0,4.0,005<= /td>,11.0,12.0,13.0,15.0,18.0,19.0,21.0,22.0,23.0,24.0,025,"R$0,00",2.0,PR SC,,PR,,SC,658,45227,246938,1427296,"R= $557.712,09","R$726,51","R$10,00","R$4,00"
329,05/06/2008,1.0,2.0,3.0,004<= /td>,8.0,9.0,13.0,14.0,17.0,18.0,20.0,21.0,23.0,24.0,025,"R$0,00",5.0,DF ES GO PA SP,,DF,,ES,,GO,,PA,,SP,606,21890
330,09/06/2008,1.0,2.0,5.0,006<= /td>,9.0,12.0,14.0,15.0,17.0,18.0,19.0,22.0,23.0,24.0,025,"R$0,00",5.0,ES MA MG PA SP,,ES,,MA,,MG,,PA,,SP,738,31136
331,12/06/2008,1.0,3.0,5.0,006<= /td>,7.0,12.0,13.0,15.0,16.0,18.0,19.0,21.0,22.0,23.0,025,"R$0,00",7.0,MG PA PI PR SP,,MG,,PA,,PI,,PR,,SP,1215,32125
332,16/06/2008,2.0,3.0,5.0,006<= /td>,7.0,10.0,11.0,12.0,14.0,19.0,20.0,21.0,23.0,24.0,025,"R$0,00",4.0,MG MT PE RS,,MG,,MT,,PE,,RS,511,17926,215746,1219635
333,19/06/2008,1.0,2.0,5.0,006<= /td>,9.0,11.0,12.0,13.0,14.0,15.0,16.0,18.0,21.0,23.0,025,"R$0,00",13.0,DF MG RJ SP,,DF,,MG,,RJ,,SP,847,29908,259841,1376784
334,23/06/2008,1.0,2.0,6.0,007<= /td>,8.0,11.0,13.0,15.0,16.0,17.0,18.0,21.0,22.0,23.0,025,"R$0,00",5.0,AP DF GO RS SP,,AP,,DF,,GO,,RS,,SP,564,27218
335,26/06/2008,1.0,3.0,4.0,006<= /td>,7.0,8.0,9.0,11.0,12.0,14.0,16.0,17.0,19.0,20.0,021,"R$0,00",3.0,MS PR SP,,MS,,PR,,SP,365,13738,188747,1009236,"R= $469.504,44","R$1.653,83"
336,30/06/2008,1.0,2.0,3.0,005<= /td>,6.0,8.0,10.0,11.0,14.0,15.0,16.0,17.0,19.0,22.0,025,"R$0,00",7.0,AL PR RJ RR SP,,AL,,PR,,RJ,,RR,,SP,655,21173
337,03/07/2008,1.0,3.0,4.0,005<= /td>,7.0,8.0,9.0,10.0,11.0,12.0,16.0,18.0,19.0,22.0,023,"R$0,00",3.0,MT RJ RS,,MT,,RJ,,RS,448,16514,211919,1140661,"R= $433.926,54","R$1.245,33"
338,07/07/2008,3.0,4.0,5.0,006<= /td>,7.0,9.0,12.0,14.0,15.0,16.0,17.0,19.0,20.0,21.0,025,"R$0,00",2.0,GO RJ,,GO,,RJ,487,18303,246771,1287428,"R= $721.253,58","R$1.269,44","R$10,00","R$4,00"
339,10/07/2008,1.0,2.0,5.0,008<= /td>,10.0,13.0,15.0,16.0,18.0,19.0,20.0,21.0,22.0,23.0,024,"R$0,00",4.0,BA GO RJ SP,,BA,,GO,,RJ,,SP,592,20706,240542,1259730
340,14/07/2008,2.0,3.0,4.0,005<= /td>,6.0,8.0,9.0,10.0,11.0,14.0,19.0,20.0,21.0,22.0,025,"R$0,00",1.0,SP,,SP,327,12947,186327,1169660,"R= $1.687.296,66","R$2.211,40","R$10,00","R$4,00","R$2= ,00","R$0,00"
341,17/07/2008,1.0,5.0,7.0,009<= /td>,11.0,12.0,13.0,16.0,18.0,19.0,20.0,21.0,22.0,24.0,025,"R$0,00",1.0,PR,,PR,470,18651,218671,1192125,"R= $1.260.439,81","R$1.149,34","R$10,00","R$4,00","R$2= ,00","R$0,00"
342,21/07/2008,1.0,3.0,4.0,008<= /td>,11.0,12.0,13.0,15.0,16.0,19.0,20.0,21.0,22.0,23.0,025,"R$0,00",3.0,GO MT SP,,GO,,MT,,SP,526,22656,244613,1441615,"R= $385.056,00","R$941,20"
343,24/07/2008,3.0,5.0,6.0,008<= /td>,11.0,12.0,13.0,14.0,15.0,16.0,18.0,19.0,20.0,22.0,025,"R$0,00",1.0,RJ,,RJ,377,16379,212523,1239600,"R= $1.130.781,71","R$1.285,47","R$10,00","R$4,00","R$2= ,00","R$0,00"
344,28/07/2008,3.0,4.0,5.0,006<= /td>,9.0,10.0,11.0,12.0,13.0,15.0,16.0,20.0,21.0,24.0,025,"R$0,00",3.0,DF PR RS,,DF,,PR,,RS,504,19170,205613,1218349,"R= $482.078,39","R$1.229,79"
345,31/07/2008,2.0,7.0,9.0,011<= /td>,12.0,14.0,15.0,16.0,18.0,19.0,20.0,21.0,23.0,24.0,025,"R$0,00",2.0,SP,,SP,487,17730,243678,1169691,"R= $623.887,52","R$1.098,07","R$10,00","R$4,00","R$2,0= 0","R$0,00"
346,04/08/2008,1.0,2.0,3.0,005<= /td>,6.0,8.0,10.0,12.0,14.0,15.0,17.0,18.0,21.0,23.0,024,"R$0,00",9.0,AM BA MG PB RJ SC SP,,AM,,BA,,MG,,PB,,RJ,,SC
347,07/08/2008,3.0,5.0,7.0,008<= /td>,9.0,10.0,11.0,12.0,14.0,15.0,18.0,19.0,20.0,24.0,025,"R$0,00",1.0,BA,,BA,472,17632,233556,1280973,"R= $1.352.922,32","R$1.228,44","R$10,00","R$4,00","R$2= ,00","R$0,00"
348,11/08/2008,1.0,2.0,5.0,007<= /td>,8.0,12.0,14.0,17.0,18.0,19.0,20.0,21.0,22.0,24.0,025,"R$0,00",3.0,SP,,SP,513,19748,237771,1287333,"R= $492.793,03","R$1.235,07","R$10,00","R$4,00","R$2,0= 0","R$0,00"
349,14/08/2008,1.0,2.0,5.0,007<= /td>,8.0,12.0,14.0,16.0,17.0,18.0,19.0,20.0,22.0,24.0,025,"R$0,00",32.0,AM BA CE DF GO MG PR SC SE SP TO,,AM,,BA,,CE,,DF,,GO,,MG
350,18/08/2008,1.0,2.0,3.0,004<= /td>,6.0,7.0,8.0,9.0,12.0,13.0,14.0,15.0,22.0,23.0,025,"R$0,00",6.0,GO MG SC SP,,GO,,MG,,SC,,SP,469,16607,278066,1360066
351,21/08/2008,1.0,2.0,3.0,005<= /td>,7.0,10.0,11.0,12.0,14.0,16.0,17.0,18.0,19.0,23.0,024,"R$0,00",2.0,AM PR,,AM,,PR,407,17560,231726,1290054,"R= $615.440,05","R$1.296,12","R$10,00","R$4,00"
352,25/08/2008,1.0,2.0,3.0,004<= /td>,6.0,9.0,12.0,13.0,15.0,17.0,18.0,19.0,20.0,22.0,024,"R$0,00",2.0,AM SP,,AM,,SP,565,23106,259188,1343684,"R= $657.121,53","R$996,90","R$10,00","R$4,00"
353,28/08/2008,2.0,3.0,7.0,008<= /td>,9.0,11.0,12.0,13.0,17.0,18.0,19.0,20.0,21.0,22.0,023,"R$0,00",14.0,AM MG MT RJ RS SP,,AM,,MG,,MT,,RJ,,RS,,SP
354,01/09/2008,1.0,2.0,4.0,007<= /td>,8.0,9.0,10.0,12.0,16.0,17.0,18.0,19.0,21.0,22.0,023,"R$0,00",1.0,AM,,AM,436,16846,236753,1379307,"R= $1.466.707,15","R$1.441,72","R$10,00","R$4,00","R$2= ,00","R$0,00"
355,04/09/2008,2.0,4.0,6.0,007<= /td>,8.0,9.0,10.0,11.0,12.0,13.0,15.0,18.0,19.0,23.0,025,"R$0,00",4.0,MG RJ RS SP,,MG,,RJ,,RS,,SP,591,18493,253429,1444467
356,08/09/2008,2.0,4.0,5.0,009<= /td>,10.0,11.0,13.0,14.0,15.0,16.0,19.0,20.0,22.0,24.0,025,"R$0,00",2.0,BA CE,,BA,,CE,821,23749,272108,1335422,"R= $695.239,96","R$725,85","R$10,00","R$4,00"
357,11/09/2008,1.0,2.0,5.0,006<= /td>,8.0,9.0,10.0,11.0,13.0,14.0,17.0,19.0,21.0,23.0,025,"R$0,00",6.0,BA MG SC SP,,BA,,MG,,SC,,SP,1448,33292,306828,1437076
358,15/09/2008,2.0,4.0,6.0,009<= /td>,10.0,11.0,12.0,14.0,15.0,16.0,17.0,18.0,23.0,24.0,025,"R$0,00",2.0,SC SP,,SC,,SP,552,18299,250995,1333113,"R= $721.234,78","R$1.119,93","R$10,00","R$4,00"
359,18/09/2008,4.0,7.0,8.0,010<= /td>,11.0,12.0,13.0,16.0,17.0,18.0,19.0,21.0,22.0,24.0,025,"R$0,00",1.0,RJ,,RJ,300,13923,188972,1182581,"R= $1.481.108,40","R$2.115,87","R$10,00","R$4,00","R$2= ,00","R$0,00"
360,22/09/2008,1.0,2.0,3.0,004<= /td>,5.0,7.0,8.0,9.0,11.0,17.0,18.0,19.0,20.0,23.0,024,"R$0,00",2.0,SC SP,,SC,,SP,417,16124,237726,1427989,"R= $682.532,86","R$1.402,94","R$10,00","R$4,00"
361,25/09/2008,1.0,4.0,7.0,009<= /td>,10.0,12.0,13.0,14.0,15.0,16.0,17.0,19.0,20.0,23.0,024,"R$0,00",4.0,MG RJ SP,,MG,,RJ,,SP,484,19120,242545,1220594,"R= $312.794,76","R$1.107,89"
362,29/09/2008,1.0,2.0,3.0,004<= /td>,5.0,6.0,7.0,10.0,12.0,13.0,17.0,18.0,22.0,23.0,024,"R$0,00",8.0,AL MG PR RJ SP,,AL,,MG,,PR,,RJ,,SP,638,21073
363,02/10/2008,2.0,3.0,4.0,006<= /td>,8.0,9.0,11.0,13.0,15.0,16.0,17.0,20.0,21.0,22.0,023,"R$0,00",5.0,AL DF MG PE SP,,AL,,DF,,MG,,PE,,SP,668,19545
364,06/10/2008,2.0,3.0,4.0,006<= /td>,7.0,9.0,11.0,12.0,13.0,15.0,19.0,20.0,21.0,22.0,024,"R$0,00",3.0,DF MG RJ,,DF,,MG,,RJ,668,20646,252824,1310968,"R= $447.199,37","R$860,74"
365,09/10/2008,3.0,4.0,5.0,008<= /td>,10.0,11.0,12.0,15.0,16.0,18.0,19.0,20.0,23.0,24.0,025,"R$0,00",2.0,DF SP,,DF,,SP,562,18388,238729,1311049,"R= $651.227,17","R$993,23","R$10,00","R$4,00"
366,13/10/2008,3.0,5.0,6.0,008<= /td>,9.0,11.0,13.0,15.0,17.0,18.0,20.0,21.0,22.0,23.0,025,"R$0,00",16.0,AL BA CE MG MT PR RJ SC SP,,AL,,BA,,CE,,MG,,MT,,PR
367,16/10/2008,1.0,2.0,4.0,007<= /td>,8.0,9.0,12.0,13.0,15.0,17.0,18.0,20.0,21.0,22.0,024,"R$0,00",39.0,BA CE DF GO MG MT PE PR RJ RS SC SE SP TO,,BA,,CE,,DF,,GO,,MG,,MT
368,20/10/2008,2.0,3.0,4.0,005<= /td>,6.0,11.0,13.0,14.0,15.0,17.0,19.0,20.0,21.0,22.0,024,"R$0,00",2.0,MG SP,,MG,,SP,416,16521,233642,1191140,"R= $675.514,68","R$1.391,86","R$10,00","R$4,00"
369,23/10/2008,1.0,3.0,5.0,006<= /td>,7.0,9.0,11.0,12.0,14.0,15.0,20.0,21.0,22.0,23.0,024,"R$0,00",1.0,GO,,GO,325,15013,190722,1114074,"R= $1.415.661,08","R$1.866,81","R$10,00","R$4,00","R$2= ,00","R$0,00"
370,27/10/2008,3.0,4.0,6.0,007<= /td>,8.0,9.0,10.0,11.0,12.0,14.0,16.0,17.0,19.0,23.0,025,"R$0,00",5.0,GO MG SP,,GO,,MG,,SP,492,17793,233791,1212825,"R= $269.470,63","R$1.173,65"
371,30/10/2008,1.0,2.0,3.0,005<= /td>,6.0,7.0,8.0,9.0,10.0,13.0,14.0,15.0,16.0,22.0,025,"R$0,00",0.0,,1193,14611,222489,1063063,"= R$0,00","R$508,48","R$10,00","R$4,00","R$2,00","R$3.000.000,00","R$0,00",
372,03/11/2008,3.0,4.0,5.0,006<= /td>,10.0,12.0,13.0,14.0,16.0,17.0,19.0,22.0,23.0,24.0,025,"R$0,00",6.0,BA GO MG RJ SP,,BA,,GO,,MG,,RJ,,SP,656,24609
373,06/11/2008,2.0,4.0,6.0,009<= /td>,11.0,12.0,13.0,14.0,15.0,17.0,19.0,20.0,21.0,22.0,023,"R$0,00",4.0,MG MT RJ SP,,MG,,MT,,RJ,,SP,735,24680,332598,1444046
374,10/11/2008,1.0,2.0,3.0,006<= /td>,9.0,12.0,13.0,16.0,18.0,20.0,21.0,22.0,23.0,24.0,025,"R$0,00",3.0,MS RS SP,,MS,,RS,,SP,494,16863,227943,1350791,"R= $518.004,06","R$1.348,19"
375,13/11/2008,1.0,2.0,5.0,007<= /td>,10.0,11.0,12.0,13.0,14.0,16.0,17.0,18.0,19.0,20.0,025,"R$0,00",4.0,GO MT RJ SP,,GO,,MT,,RJ,,SP,317,13255,198729,1156972
376,17/11/2008,2.0,3.0,8.0,010<= /td>,12.0,13.0,14.0,15.0,16.0,18.0,20.0,21.0,22.0,24.0,025,"R$0,00",1.0,PR,,PR,513,23503,257299,1294636,"R= $1.268.121,68","R$1.059,42","R$10,00","R$4,00","R$2= ,00","R$0,00"
377,20/11/2008,1.0,2.0,3.0,004<= /td>,7.0,8.0,9.0,11.0,12.0,13.0,15.0,17.0,19.0,20.0,022,"R$0,00",2.0,SP,,SP,692,25917,320438,1420841,"R= $320.234,60","R$396,66","R$10,00","R$4,00","R$2,00<= /td>","R$0,00"
378,24/11/2008,2.0,3.0,4.0,006<= /td>,12.0,13.0,14.0,15.0,16.0,19.0,21.0,22.0,23.0,24.0,025,"R$0,00",2.0,RJ SP,,RJ,,SP,591,19172,288777,1488124,"R= $614.795,43","R$891,66","R$10,00","R$4,00"
379,27/11/2008,3.0,4.0,5.0,007<= /td>,10.0,11.0,12.0,13.0,14.0,16.0,17.0,18.0,21.0,22.0,025,"R$0,00",1.0,MG,,MG,379,13149,182312,1113168,"R= $1.583.155,69","R$1.790,23","R$10,00","R$4,00","R$2= ,00","R$0,00"
380,01/12/2008,2.0,3.0,4.0,006<= /td>,7.0,8.0,9.0,10.0,11.0,14.0,17.0,18.0,22.0,23.0,025,"R$0,00",1.0,MG,,MG,455,18919,242645,1332353,"R= $1.596.209,70","R$1.503,49","R$10,00","R$4,00","R$2= ,00","R$0,00"
381,04/12/2008,1.0,3.0,4.0,006<= /td>,7.0,9.0,10.0,12.0,13.0,15.0,17.0,19.0,21.0,22.0,025,"R$0,00",17.0,MA MT PA PB PR RJ SP,,MA,,MT,,PA,,PB,,PR,,RJ
382,08/12/2008,2.0,3.0,4.0,007<= /td>,8.0,9.0,10.0,11.0,12.0,14.0,15.0,16.0,21.0,22.0,024,"R$0,00",2.0,SP,,SP,338,15156,203544,1257269,"R= $768.787,34","R$1.949,59","R$10,00","R$4,00","R$2,0= 0","R$0,00"
383,11/12/2008,3.0,5.0,6.0,007<= /td>,9.0,11.0,12.0,14.0,15.0,16.0,18.0,22.0,23.0,24.0,025,"R$0,00",4.0,RN SP,,RN,,SP,612,21763,259218,1323194,"R= $349.610,03","R$979,30","R$10,00","R$4,00"
384,15/12/2008,1.0,3.0,4.0,007<= /td>,10.0,11.0,13.0,15.0,17.0,18.0,19.0,20.0,21.0,22.0,025,"R$0,00",3.0,PR SP,,PR,,SP,1007,28988,324515,1518682,"= R$412.832,13","R$527,10","R$10,00","R$4,00"
385,18/12/2008,1.0,2.0,4.0,005<= /td>,6.0,8.0,12.0,13.0,15.0,18.0,20.0,22.0,23.0,24.0,025,"R$0,00",7.0,ES GO MG MT SP,,ES,,GO,,MG,,MT,,SP,821,25895
386,22/12/2008,1.0,2.0,3.0,004<= /td>,6.0,7.0,9.0,11.0,15.0,18.0,19.0,20.0,21.0,23.0,025,"R$0,00",3.0,PE SE SP,,PE,,SE,,SP,474,19690,280416,1499549,"R= $490.605,00","R$1.330,75"
387,26/12/2008,2.0,3.0,4.0,008<= /td>,9.0,10.0,11.0,12.0,14.0,15.0,19.0,20.0,21.0,22.0,023,"R$0,00",11.0,AL MG SC SE SP TO,,AL,,MG,,SC,,SE,,SP,,TO
388,29/12/2008,1.0,2.0,3.0,005<= /td>,6.0,7.0,9.0,10.0,11.0,15.0,16.0,17.0,18.0,20.0,021,"R$0,00",0.0,,362,12984,198569,1161589,"R= $0,00","R$1.812,45","R$10,00","R$4,00","R$2,00","R$1.530.915,08","R$2.800.000,00","R$0,00"
389,02/01/2009,2.0,3.0,4.0,005<= /td>,6.0,9.0,10.0,12.0,13.0,17.0,18.0,19.0,23.0,24.0,025,"R$0,00",5.0,BA MG SP,,BA,,MG,,SP,1943,27337,306754,1452691,"= R$508.398,23","R$223,02"
390,05/01/2009,2.0,5.0,7.0,010<= /td>,11.0,12.0,13.0,14.0,15.0,19.0,20.0,21.0,22.0,24.0,025,"R$0,00",2.0,PR SP,,PR,,SP,372,14485,213528,1290300,"R= $676.763,37","R$1.559,37","R$10,00","R$4,00"
391,08/01/2009,1.0,3.0,4.0,006<= /td>,8.0,9.0,12.0,13.0,15.0,16.0,18.0,21.0,22.0,23.0,025,"R$0,00",16.0,ES MG PR RJ SP,,ES,,MG,,PR,,RJ,,SP,2683,46805
392,12/01/2009,1.0,2.0,3.0,004<= /td>,10.0,11.0,12.0,14.0,15.0,17.0,18.0,20.0,21.0,23.0,025,"R$0,00",0.0,,457,20303,254042,1460896,"R= $0,00","R$1.397,41","R$10,00","R$4,00","R$2,00","R$1.490.101,04","R$3.000.000,00","R$0,00"
